# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CBX7	CBX7	NM_175709.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CBY1	CBY1	NM_001002880.1	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
CBY1	CBY1	NM_015373.3	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
CCDC116	CCDC116	NM_001331066.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CCDC116	CCDC116	NM_152612.3	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CCDC157	CCDC157	NM_001017437.3	protein_coding	0	2	1	5	1	0	1	0	0	0	0	1	0	3	1	0	0	1	0	0	1	0
CCDC157	CCDC157	NM_001318334.2	protein_coding	0	2	1	5	1	0	1	0	0	0	0	1	0	3	1	0	0	1	0	0	1	0
CCDC157	CCDC157	NM_001318335.2	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC188	CCDC188	NM_001365892.2	protein_coding	0	2	0	6	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	2	0
CCT8L2	CCT8L2	NM_014406.5	protein_coding	0	1	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
CDC42EP1	CDC42EP1	NM_152243.3	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
CDC45	CDC45	NM_001178010.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CDC45	CDC45	NM_001178011.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CDC45	CDC45	NM_001369291.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CDC45	CDC45	NM_003504.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CDC45	CDC45	NR_161281.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CECR2	CECR2	NM_001290046.1	protein_coding	0	2	1	9	0	0	0	0	0	0	0	0	0	11	1	0	0	2	0	0	0	0
CECR2	CECR2	NM_001290047.2	protein_coding	0	2	1	9	0	0	0	0	0	0	0	0	0	11	1	0	0	2	0	0	0	0
CECR7	CECR7	NR_015352.2		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CECR7	CECR7	NR_152825.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CECR7	CECR7	NR_152826.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CELSR1	CELSR1	NM_014246.3	protein_coding	0	3	2	12	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	3	0
CENPM	CENPM	NM_001002876.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CENPM	CENPM	NM_001304370.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CENPM	CENPM	NM_001304371.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CENPM	CENPM	NM_001304372.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CENPM	CENPM	NM_001304373.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CENPM	CENPM	NM_024053.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CENPM	CENPM.2	NM_001110215.2	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CERK	CERK	NM_022766.6	protein_coding	0	1	0	9	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0
CES5AP1	CES5AP1	NR_037839.1		0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
CHADL	CHADL	NM_138481.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
CHCHD10	CHCHD10	NM_001301339.2.2	protein_coding	0	2	1	5	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	2	0
CHCHD10	CHCHD10	NM_213720.3.2	protein_coding	0	2	1	5	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	2	0
CHCHD10	CHCHD10	NR_125755.2		0	0	0	8	0	0	0	0	0	0	0	3	0	3	0	2	0	0	0	0	0	0
CHCHD10	CHCHD10	NR_125756.2		0	0	0	8	0	0	0	0	0	0	0	3	0	3	0	2	0	0	0	0	0	0
CHEK2	CHEK2	NM_001005735.2	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2
CHEK2	CHEK2	NM_001257387.2	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2
CHEK2	CHEK2	NM_001349956.2	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2
CHEK2	CHEK2	NM_007194.4	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2
CHEK2	CHEK2	NM_145862.2	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2
CHKB	CHKB	NM_005198.4	protein_coding	0	0	0	6	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0
CHKB-CPT1B	CHKB-CPT1B	NR_027928.2		0	0	0	14	0	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	0
CHKB-DT	CHKB-DT	NR_021492.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHKB-DT	CHKB-DT	NR_110536.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLTCL1	CLTCL1	NM_001835.4	protein_coding	0	2	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0
CLTCL1	CLTCL1	NM_007098.4	protein_coding	0	2	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0
COMT	COMT	NM_000754.4	protein_coding	0	1	1	15	1	0	0	0	0	0	0	10	0	3	1	0	0	0	0	0	1	1
COMT	COMT	NM_001135161.2	protein_coding	0	1	1	14	1	0	0	0	0	0	0	10	0	3	1	0	0	0	0	0	1	0
COMT	COMT	NM_001135162.2	protein_coding	0	1	1	14	1	0	0	0	0	0	0	10	0	3	1	0	0	0	0	0	1	0
COMT	COMT	NM_001362828.2	protein_coding	0	1	1	15	1	0	0	0	0	0	0	10	0	3	1	0	0	0	0	0	1	1
COMT	COMT	NM_007310.3	protein_coding	0	1	1	14	1	0	0	0	0	0	0	10	0	2	1	0	0	0	0	0	1	1
CPT1B	CPT1B	NM_001145134.2	protein_coding	0	0	2	12	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	2
CPT1B	CPT1B	NM_001145135.2	protein_coding	0	0	2	12	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	2
CPT1B	CPT1B	NM_001145137.2	protein_coding	0	0	2	12	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	2
CPT1B	CPT1B	NM_004377.4	protein_coding	0	0	2	12	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	2
CPT1B	CPT1B	NM_152245.3	protein_coding	0	0	2	12	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	2
CPT1B	CPT1B	NM_152246.3	protein_coding	0	0	2	12	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	2
CRELD2	CRELD2	NM_001135101.3	protein_coding	0	4	0	19	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	3	0
CRELD2	CRELD2	NM_001284317.2	protein_coding	0	3	0	20	0	0	0	0	0	0	0	0	0	21	0	0	0	1	0	0	2	0
CRELD2	CRELD2	NM_001284318.2	protein_coding	0	3	0	20	0	0	0	0	0	0	0	0	0	21	0	0	0	1	0	0	2	0
CRELD2	CRELD2	NM_024324.5	protein_coding	0	3	0	20	0	0	0	0	0	0	0	0	0	21	0	0	0	1	0	0	2	0
CRELD2	CRELD2	NR_104295.2		0	1	0	22	0	0	0	0	0	0	0	0	0	19	0	4	0	1	0	0	0	0
CRYBA4	CRYBA4	NM_001886.3	protein_coding	0	2	0	12	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	1	0
CRYBB1	CRYBB1	NM_001887.4	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5
CRYBB2	CRYBB2	NM_000496.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
CRYBB3	CRYBB3	NM_004076.5	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CSF2RB	CSF2RB	NM_000395.3	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
CSNK1E	CSNK1E	NM_001894.4	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
CSNK1E	CSNK1E	NM_152221.3	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
CYB5R3	CYB5R3	NM_000398.7	protein_coding	0	1	0	8	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	1	0
CYB5R3	CYB5R3	NM_001129819.2	protein_coding	0	1	0	8	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	1	0
CYB5R3	CYB5R3	NM_001171660.1	protein_coding	0	1	0	8	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	1	0
CYB5R3	CYB5R3	NM_001171661.1	protein_coding	0	1	0	8	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	1	0
CYB5R3	CYB5R3	NM_007326.4	protein_coding	0	1	0	8	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	1	0
CYP2D6	CYP2D6.7	NM_000106.6.7	protein_coding	1	3	4	6	0	0	0	0	0	0	0	4	0	3	4	0	1	0	0	0	3	0
CYP2D6	CYP2D6.7	NM_001025161.3.4	protein_coding	1	2	4	7	0	0	0	0	0	0	0	4	0	4	4	0	1	0	0	0	2	0
CYP2D7	CYP2D7.14	NM_001348386.3.14	protein_coding	1	3	4	6	3	0	0	0	0	0	0	1	0	3	4	0	1	0	0	0	3	0
CYP2D7	CYP2D7.14	NR_002570.6.4		1	0	0	13	0	0	0	0	0	0	0	1	0	3	0	10	1	0	0	0	0	0
CYP2D7	CYP2D7.14	NR_145674.3.16		1	0	0	13	0	0	0	0	0	0	0	1	0	3	0	10	1	0	0	0	0	0
CYP2D7	CYP2D7.15	NM_001348386.3.15	protein_coding	0	2	2	11	1	0	0	0	0	0	0	1	0	10	2	0	0	1	0	0	1	0
CYP2D7	CYP2D7.15	NR_002570.6.15		0	1	0	14	0	0	0	0	0	0	0	1	0	10	0	4	0	1	0	0	0	0
CYP2D7	CYP2D7.15	NR_145674.3.15		0	1	0	14	0	0	0	0	0	0	0	1	0	10	0	4	0	1	0	0	0	0
CYTH4	CYTH4	NM_001318024.2	protein_coding	0	1	0	10	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0
CYTH4	CYTH4	NM_013385.5	protein_coding	0	1	0	10	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0
DDX17	DDX17	NM_001098504.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2
DDX17	DDX17	NM_006386.5	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2
DENND6B	DENND6B	NM_001001794.4	protein_coding	0	2	1	5	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	2	0
DEPDC5	DEPDC5	NM_001007188.3	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
DEPDC5	DEPDC5	NM_001136029.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NM_001242896.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NM_001242897.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NM_001363852.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NM_001363854.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NM_001364318.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NM_001364319.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NM_001364320.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NM_001369901.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NM_001369902.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NM_001369903.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NM_014662.5	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NR_110988.2		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NR_146296.2		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NR_157125.1		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NR_157126.1		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DEPDC5	DEPDC5	NR_157128.1		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DERL3	DERL3	NM_001002862.3	protein_coding	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DERL3	DERL3	NM_001135751.2	protein_coding	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DERL3	DERL3	NM_001363072.2	protein_coding	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DERL3	DERL3	NM_198440.4	protein_coding	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DESI1	DESI1	NM_015704.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
DGCR11	DGCR11	NR_024157.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DGCR2	DGCR2	NM_001173533.1	protein_coding	0	0	1	13	0	0	3	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
DGCR2	DGCR2	NM_001173534.2	protein_coding	0	0	1	13	0	0	3	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
DGCR2	DGCR2	NM_001184781.2	protein_coding	0	0	1	13	0	0	3	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
DGCR2	DGCR2	NM_005137.3	protein_coding	0	0	1	13	0	0	3	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
DGCR2	DGCR2	NR_033674.2		0	0	0	14	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0
DGCR5	DGCR5	NR_110533.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DGCR6	DGCR6.2	NM_005675.6.2	protein_coding	0	2	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	0
DGCR6L	DGCR6L	NM_033257.4	protein_coding	0	0	2	3	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0
DGCR8	DGCR8	NM_001190326.1	protein_coding	0	0	0	13	2	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0
DGCR8	DGCR8	NM_022720.7	protein_coding	0	0	0	13	2	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0
DGCR9	DGCR9	NR_024159.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DNAJB7	DNAJB7	NM_145174.2	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRG1	DRG1	NM_004147.4	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DRICH1	DRICH1	NM_016449.4	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DUXAP8	DUXAP8	NR_122113.1		0	0	0	19	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
EFCAB6	EFCAB6	NM_022785.4	protein_coding	0	3	1	7	0	0	0	0	0	0	0	0	0	9	1	0	0	2	0	0	1	0
EFCAB6	EFCAB6	NM_198856.3	protein_coding	0	3	1	7	0	0	0	0	0	0	0	0	0	9	1	0	0	2	0	0	1	0
EFCAB6-AS1	EFCAB6-AS1	NR_046563.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EIF3D	EIF3D	NM_003753.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
EIF3D	EIF3D	NR_156418.2		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
EIF3L	EIF3L	NM_001242923.2	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
EIF3L	EIF3L	NM_001363785.2	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
EIF3L	EIF3L	NM_016091.4	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
EIF4ENIF1	EIF4ENIF1	NM_001164501.2	protein_coding	0	1	0	8	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0
EIF4ENIF1	EIF4ENIF1	NM_001164502.2	protein_coding	0	1	0	8	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0
EIF4ENIF1	EIF4ENIF1	NM_019843.4	protein_coding	0	1	0	8	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0
ELFN2	ELFN2	NM_052906.5	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ELFN2	ELFN2	NR_110512.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EMID1	EMID1	NM_001267895.2	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0
EMID1	EMID1	NM_133455.4	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
ENTHD1	ENTHD1	NM_152512.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EP300	EP300	NM_001362843.2	protein_coding	0	3	0	7	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	1	0
EP300	EP300	NM_001429.4	protein_coding	0	3	0	7	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	1	0
ESS2	ESS2	NM_022719.3	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
ESS2	ESS2	NR_134304.2		0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
EWSR1	EWSR1	NM_001163285.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2
EWSR1	EWSR1	NM_001163286.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2
EWSR1	EWSR1	NM_001163287.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2
EWSR1	EWSR1	NM_005243.4	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2
EWSR1	EWSR1	NM_013986.4	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2
FAM118A	FAM118A	NM_001104595.2	protein_coding	0	1	0	11	1	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	1	0
FAM118A	FAM118A	NM_001349913.1	protein_coding	0	1	0	11	1	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	1	1
FAM118A	FAM118A	NM_001349914.1	protein_coding	0	1	0	11	1	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	1	0
FAM118A	FAM118A	NM_001349915.1	protein_coding	0	0	0	12	1	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0
FAM118A	FAM118A	NM_001349916.1	protein_coding	0	1	0	11	1	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	1	0
FAM118A	FAM118A	NM_017911.4	protein_coding	0	1	0	11	1	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	1	0
FAM118A	FAM118A	NR_146323.1		0	0	0	12	0	0	0	0	0	0	0	1	0	9	0	2	0	0	0	0	0	0
FAM227A	FAM227A	NM_001013647.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
FAM227A	FAM227A	NM_001291030.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
FAM230D	FAM230D	NR_136570.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM230F	FAM230F	NR_136571.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FAM230I	FAM230I	NR_110539.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM83F	FAM83F	NM_138435.4	protein_coding	0	1	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0
FBLN1	FBLN1	NM_001996.4	protein_coding	0	1	1	16	0	0	0	0	0	0	0	1	0	15	1	0	0	0	0	0	1	0
FBLN1	FBLN1	NM_006485.4	protein_coding	0	1	1	16	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	1	0
FBLN1	FBLN1	NM_006486.3	protein_coding	0	1	1	17	0	0	0	0	0	0	0	0	0	17	1	0	0	0	0	0	1	0
FBLN1	FBLN1	NM_006487.3	protein_coding	0	1	1	16	1	0	0	0	0	0	0	1	0	14	1	0	0	0	0	0	1	0
FBXO7	FBXO7	NM_001033024.1	protein_coding	0	1	2	3	0	0	1	0	0	0	0	1	0	1	2	0	0	1	0	0	1	0
FBXO7	FBXO7	NM_001257990.1	protein_coding	1	2	0	4	0	0	2	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0
FBXO7	FBXO7	NM_012179.4	protein_coding	0	1	1	4	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	1	0
FOXRED2	FOXRED2	NM_001102371.2	protein_coding	0	1	2	4	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	1
FOXRED2	FOXRED2	NM_001363041.2	protein_coding	0	1	1	5	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	1
FOXRED2	FOXRED2	NM_001363042.2	protein_coding	0	1	1	5	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	1
FOXRED2	FOXRED2	NM_024955.6	protein_coding	0	1	2	4	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	1
FRG1FP	FRG1FP	NR_132320.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GAB4	GAB4	NM_001037814.1	protein_coding	1	3	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	1	2	0
GAB4	GAB4	NM_001366857.1	protein_coding	0	2	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	1	0
GAB4	GAB4	NR_159481.1		0	2	0	7	0	0	0	0	0	0	0	0	0	7	0	2	0	2	0	0	0	0
GAL3ST1	GAL3ST1	NM_001318103.2	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GAL3ST1	GAL3ST1	NM_001318104.2	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GAL3ST1	GAL3ST1	NM_001318105.2	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GAL3ST1	GAL3ST1	NM_001318106.2	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GAL3ST1	GAL3ST1	NM_001318107.2	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GAL3ST1	GAL3ST1	NM_001318108.2	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GAL3ST1	GAL3ST1	NM_001318109.1	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GAL3ST1	GAL3ST1	NM_001318110.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GAL3ST1	GAL3ST1	NM_001318111.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GAL3ST1	GAL3ST1	NM_001318112.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GAL3ST1	GAL3ST1	NM_001318113.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GAL3ST1	GAL3ST1	NM_001318114.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GAL3ST1	GAL3ST1	NM_001318115.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
